date_of_incident,Incident_month,day_of_week,incident_hour,sex_code,relationship_name,offense_category,Average high in ºF ,Average low in ºF ,Temp_class,Days with precipitation ,Av. precipitation in inch ,more_light_or_dark,total_sunlight,total_dark
9/19/2021,Sep,Sunday,17,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,20,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,23,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,13,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,9,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,19,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,1,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,22,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,ex-couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,U,ex-couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,8,M,ex-couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,13,F,couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,9,M,couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,19,M,couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,1,F,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,14,F,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,18,F,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,U,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,14,M,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,21,M,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,8,M,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,0,F,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,18,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,15,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,21,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,19,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,22,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,7,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,11,F,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,15,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,9,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,11,M,couple,Drug/Narcotic Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,4,M,couple,Drug/Narcotic Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Drug/Narcotic Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,2,M,couple,Fraud Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,16,M,couple,Kidnapping/Abduction,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,13,M,couple,Kidnapping/Abduction,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,18,M,couple,Kidnapping/Abduction,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,19,M,couple,Kidnapping/Abduction,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Kidnapping/Abduction,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,U,ex-couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,13,F,ex-couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,3,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,19,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,1,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,1,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,22,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,7,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,21,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,9,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,21,M,couple,Robbery,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,21,M,couple,Robbery,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,8,M,couple,Sex Offenses,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,22,M,couple,Weapon Law Violations,77,56,Cold,8,2.64,Sunnier,737,703
9/19/2021,Sep,Sunday,23,M,couple,Weapon Law Violations,77,56,Cold,8,2.64,Sunnier,737,703
9/20/2021,Sep,Monday,3,M,couple,Arson,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,1,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,8,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,9,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,2,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,1,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,22,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,21,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,11,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,22,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,1,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,11,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,11,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,21,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,21,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,2,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,18,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,14,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,5,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,1,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,6,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,9,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,15,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,4,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,22,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,8,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,3,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,11,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,21,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,11,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,8,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,18,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,15,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,22,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,8,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,1,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,22,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,20,F,ex-couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,23,M,couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,8,M,couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,11,M,couple,Burglary/Breaking & Entering,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,F,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,M,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,17,F,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,M,ex-couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,5,F,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,22,F,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,21,F,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,14,F,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,21,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,9,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,9,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,M,couple,Destruction of Property,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,5,M,couple,Drug/Narcotic Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,5,M,couple,Drug/Narcotic Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,5,M,couple,Fraud Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,0,M,couple,Homicide Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,12,M,ex-couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,16,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,14,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,13,M,couple,Larceny/Theft Offenses,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,19,F,couple,Motor Vehicle Theft,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Robbery,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,10,M,couple,Robbery,77,56,Cold,8,2.64,Sunnier,734,706
9/20/2021,Sep,Monday,5,M,couple,Weapon Law Violations,77,56,Cold,8,2.64,Sunnier,734,706
9/21/2021,Sep,Tuesday,18,F,couple,Arson,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,16,M,couple,Arson,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,1,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,5,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,9,F,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,15,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,12,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,1,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,23,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,0,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,18,U,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,11,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,21,M,ex-couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,20,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,2,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,13,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,23,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,17,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,19,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,15,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,15,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,19,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,20,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,20,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,21,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,21,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,11,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,11,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,18,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,4,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,1,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,9,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,15,F,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,18,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,19,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,2,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,21,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,1,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,14,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,15,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,18,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,17,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,12,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,17,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,11,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,19,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,7,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,22,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,20,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,11,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
9/21/2021,Sep,Tuesday,15,M,couple,Assault,77,56,Cold,8,2.64,Sunnier,731,709
