date_of_incident,day_of_week,incident_hour,sex,relationship,lat,lon,Average high,Average low,minutes_of_dark
2021-04-23,5,12,1,1,40.27839378,-83.00488535,63,41,623
2021-10-14,4,17,1,0,39.75460934,-84.2906502,65,44,768
2021-07-24,6,17,1,1,41.6841907,-83.46827478,85,65,571
2021-07-05,1,1,1,1,40.81388809,-81.3656367,85,65,546
2021-09-13,1,9,1,1,41.63505906,-81.70019592,77,56,688
2021-09-13,1,9,1,1,41.63505906,-81.70019592,77,56,688
2021-09-13,1,9,1,1,41.63505906,-81.70019592,77,56,688
2021-06-27,7,20,0,1,41.6841907,-83.46827478,82,61,541
2021-04-01,4,1,1,0,41.12597925,-81.53216702,63,41,679
2021-08-15,7,2,1,0,41.63505906,-81.70019592,84,63,616
2021-07-06,2,5,1,1,41.12597925,-81.53216702,85,65,546
2021-05-02,7,14,0,1,41.6841907,-83.46827478,73,52,603
2021-05-15,6,4,0,1,41.6841907,-83.46827478,73,52,576
2021-03-13,6,23,1,1,41.63505906,-81.70019592,52,32,729
2021-03-11,4,21,1,1,41.36170787,-83.62297793,52,32,734
2021-04-16,5,11,1,1,41.63505906,-81.70019592,63,41,641
2021-09-25,6,22,1,1,39.19553418,-84.54276767,77,56,719
2021-11-19,5,12,1,1,40.27839378,-83.00488535,52,35,849
2021-05-06,4,0,0,0,41.6841907,-83.46827478,73,52,594
2021-04-14,3,2,1,1,41.6841907,-83.46827478,63,41,646
2021-04-19,1,17,1,1,41.6841907,-83.46827478,63,41,633
2021-03-13,6,10,1,1,41.6841907,-83.46827478,52,32,729
2021-01-27,3,22,1,1,41.63505906,-81.70019592,36,20,839
2021-12-09,4,20,1,1,40.27839378,-83.00488535,41,26,876
2021-07-05,1,20,1,0,39.75460934,-84.2906502,85,65,546
2021-07-05,1,20,1,0,39.75460934,-84.2906502,85,65,546
2021-07-07,3,20,1,0,41.63505906,-81.70019592,85,65,547
2021-05-15,6,0,1,1,41.6841907,-83.46827478,73,52,576
2021-05-15,6,0,1,1,41.6841907,-83.46827478,73,52,576
2021-12-04,6,12,1,0,41.01464011,-80.77629506,41,26,871
2021-09-26,7,16,1,1,41.12597925,-81.53216702,77,56,722
2021-04-07,3,12,1,1,41.6841907,-83.46827478,63,41,663
2021-10-22,5,20,1,1,41.6841907,-83.46827478,65,44,788
2021-08-05,4,13,1,0,41.16768284,-81.19740374,84,63,594
2021-12-01,3,11,1,1,40.77468434,-82.53648439,41,26,868
2021-02-26,5,3,0,1,41.63505906,-81.70019592,40,24,768
2021-03-24,3,21,1,1,40.27839378,-83.00488535,52,32,700
2021-03-24,3,21,1,1,40.27839378,-83.00488535,52,32,700
2021-03-24,3,21,1,1,40.27839378,-83.00488535,52,32,700
2021-06-01,2,22,1,0,40.27839378,-83.00488535,82,61,550
2021-06-01,2,22,1,0,40.27839378,-83.00488535,82,61,550
2021-02-25,4,19,1,1,40.27839378,-83.00488535,40,24,771
2021-03-27,6,1,1,1,41.6841907,-83.46827478,52,32,692
2021-05-22,6,21,0,1,41.6841907,-83.46827478,73,52,564
2021-05-22,6,21,1,1,41.6841907,-83.46827478,73,52,564
2021-01-22,5,12,1,1,39.19553418,-84.54276767,36,20,848
2021-10-04,1,14,1,1,41.12597925,-81.53216702,65,44,743
2021-08-22,7,10,0,1,40.27839378,-83.00488535,84,63,632
2021-07-07,3,12,1,1,40.29938939,-83.37157547,85,65,547
2021-01-29,5,0,1,1,41.63505906,-81.70019592,36,20,835
2021-01-12,2,17,1,1,41.31717409,-80.76116027,36,20,864
2021-08-03,2,20,1,1,41.01464011,-80.77629506,84,63,589
2021-09-11,6,2,1,0,41.63505906,-81.70019592,77,56,683
2021-12-03,5,22,1,1,39.91677792,-83.78388973,41,26,870
2021-12-24,5,17,1,1,39.96954615,-83.00929814,41,26,880
2021-10-20,3,19,1,1,41.01464011,-80.77629506,65,44,783
2021-02-10,3,16,1,1,39.72734708,-81.08291771,40,24,808
2021-01-20,3,16,0,1,40.77468434,-82.53648439,36,20,852
2021-06-26,6,2,1,1,41.6841907,-83.46827478,82,61,540
2021-08-24,2,18,1,1,41.6841907,-83.46827478,84,63,637
2021-09-07,2,0,0,1,41.00193838,-83.66653541,77,56,672
2021-04-04,7,15,0,0,40.01580017,-80.98854245,63,41,671
2021-04-04,7,8,1,0,41.63505906,-81.70019592,63,41,671
2021-04-04,7,8,1,0,41.63505906,-81.70019592,63,41,671
2021-04-04,7,22,1,1,39.42758661,-84.16675437,63,41,671
2021-05-14,5,8,1,1,40.27839378,-83.00488535,73,52,578
2021-01-20,3,1,0,1,40.01580017,-80.98854245,36,20,852
2021-09-25,6,8,0,1,39.69148045,-83.88988675,77,56,719
2021-05-21,5,10,1,1,41.6841907,-83.46827478,73,52,565
2021-07-29,4,20,1,1,41.35741643,-83.14391569,85,65,580
2021-08-13,5,15,1,1,41.6841907,-83.46827478,84,63,611
2021-12-10,5,14,1,1,41.6841907,-83.46827478,41,26,876
2021-06-22,2,15,1,1,39.75460934,-84.2906502,82,61,539
2021-09-14,2,18,1,1,40.85539824,-84.58609913,77,56,690
2021-07-24,6,17,0,0,40.84602419,-82.27069277,85,65,571
2021-08-14,6,15,0,1,41.6841907,-83.46827478,84,63,614
2021-11-07,7,2,1,1,41.45251152,-82.15149047,52,35,826
2021-02-03,3,22,1,1,41.6841907,-83.46827478,40,24,824
2021-02-03,3,22,1,1,41.6841907,-83.46827478,40,24,824
2021-07-07,3,19,1,0,41.6841907,-83.46827478,85,65,547
2021-03-08,1,18,1,1,40.05347551,-84.22887177,52,32,742
2021-11-01,1,18,1,0,39.75460934,-84.2906502,52,35,812
2021-04-19,1,8,1,0,41.31717409,-80.76116027,63,41,633
2021-04-19,1,8,1,0,41.31717409,-80.76116027,63,41,633
2021-08-11,3,23,1,0,41.63505906,-81.70019592,84,63,607
2021-08-11,3,23,1,0,41.63505906,-81.70019592,84,63,607
2021-06-16,3,18,1,1,40.27839378,-83.00488535,82,61,540
2021-06-16,3,18,1,1,40.27839378,-83.00488535,82,61,540
2021-11-25,4,1,1,1,41.45251152,-82.15149047,52,35,859
2021-03-13,6,15,1,1,41.6841907,-83.46827478,52,32,729
2021-03-11,4,22,1,1,41.60179891,-84.13007952,52,32,734
2021-06-21,1,12,1,1,39.75460934,-84.2906502,82,61,539
2021-11-19,5,7,0,1,40.81388809,-81.3656367,52,35,849
2021-11-06,6,13,1,0,40.81388809,-81.3656367,52,35,823
2021-11-06,6,13,1,0,40.81388809,-81.3656367,52,35,823
2021-11-06,6,13,1,0,40.81388809,-81.3656367,52,35,823
2021-11-06,6,13,1,0,40.81388809,-81.3656367,52,35,823
2021-07-08,4,21,1,1,41.63505906,-81.70019592,85,65,548
2021-03-05,5,22,0,1,40.39876524,-82.42153375,52,32,750
2021-08-02,1,3,0,0,40.76842775,-80.77718656,84,63,587
2021-09-19,7,16,0,1,41.6841907,-83.46827478,77,56,703
2021-04-04,7,1,1,1,41.33388517,-84.06823042,63,41,671
2021-02-24,3,22,1,1,40.05205365,-81.49425622,40,24,774
2021-09-16,4,0,1,0,39.19553418,-84.54276767,77,56,696
2021-09-16,4,2,1,1,40.81388809,-81.3656367,77,56,696
2021-04-24,6,17,1,0,41.63505906,-81.70019592,63,41,621
2021-12-13,1,9,0,0,39.75460934,-84.2906502,41,26,878
2021-07-05,1,14,0,1,41.59390071,-83.01997789,85,65,546
2021-09-19,7,23,1,1,40.05347551,-84.22887177,77,56,703
2021-09-19,7,23,1,1,40.05347551,-84.22887177,77,56,703
2021-12-23,4,19,1,1,40.77468434,-82.53648439,41,26,880
2021-02-06,6,18,1,1,41.63505906,-81.70019592,40,24,817
2021-10-10,7,19,1,1,40.44095991,-81.47376955,65,44,758
2021-06-19,6,10,1,1,41.16768284,-81.19740374,82,61,539
2021-06-03,4,20,0,1,40.38501952,-80.76097229,82,61,548
2021-06-03,4,20,0,1,40.38501952,-80.76097229,82,61,548
2021-10-25,1,15,1,1,39.19553418,-84.54276767,65,44,796
2021-03-19,5,17,1,1,40.27839378,-83.00488535,52,32,713
2021-05-10,1,17,1,1,40.77152071,-84.10577943,73,52,586
2021-06-08,2,0,1,1,40.44095991,-81.47376955,82,61,544
2021-06-08,2,17,1,0,39.19553418,-84.54276767,82,61,544
2021-04-11,7,1,1,1,39.96954615,-83.00929814,63,41,653
2021-10-29,5,11,1,0,40.81388809,-81.3656367,65,44,805
2021-10-29,5,23,1,1,41.01464011,-80.77629506,65,44,805
2021-11-12,5,14,0,0,41.11757054,-81.89972385,52,35,836
2021-02-01,1,2,1,0,41.63505906,-81.70019592,40,24,829
2021-02-01,1,2,1,0,41.63505906,-81.70019592,40,24,829
2021-01-31,7,20,1,0,41.16768284,-81.19740374,36,20,831
2021-05-18,2,0,1,1,41.63505906,-81.70019592,73,52,570
2021-07-11,7,22,0,1,39.43861647,-84.57564494,85,65,552
2021-07-11,7,21,1,0,41.01464011,-80.77629506,85,65,552
2021-04-30,5,11,1,1,39.69148045,-83.88988675,63,41,607
2021-05-09,7,21,0,1,40.27839378,-83.00488535,73,52,588
2021-06-10,4,23,1,0,40.77468434,-82.53648439,82,61,542
2021-06-10,4,23,1,0,40.77468434,-82.53648439,82,61,542
2021-06-10,4,23,1,0,40.77468434,-82.53648439,82,61,542
2021-03-16,2,1,1,1,41.12597925,-81.53216702,52,32,721
2021-05-27,4,3,1,1,41.45251152,-82.15149047,73,52,556
2021-05-27,4,8,1,0,40.77152071,-84.10577943,73,52,556
2021-04-29,4,12,1,1,40.27839378,-83.00488535,63,41,609
2021-03-28,7,20,1,1,39.19553418,-84.54276767,52,32,689
2021-12-18,6,1,1,1,41.63505906,-81.70019592,41,26,880
2021-03-28,7,23,1,1,40.27839378,-83.00488535,52,32,689
2021-11-26,5,14,1,1,40.81388809,-81.3656367,52,35,861
2021-07-16,5,19,0,1,39.19553418,-84.54276767,85,65,558
2021-07-16,5,19,0,1,39.19553418,-84.54276767,85,65,558
2021-07-16,5,20,1,1,40.27839378,-83.00488535,85,65,558
2021-11-26,5,20,1,1,40.27839378,-83.00488535,52,35,861
2021-04-09,5,11,1,1,40.27839378,-83.00488535,63,41,658
2021-11-15,1,16,1,1,41.12597925,-81.53216702,52,35,842
2021-06-02,3,18,1,1,40.05347551,-84.22887177,82,61,549
2021-05-08,6,0,1,0,39.33386321,-82.04512889,73,52,590
2021-04-25,7,0,1,1,41.63505906,-81.70019592,63,41,619
2021-04-10,6,21,1,1,39.19553418,-84.54276767,63,41,656
2021-05-17,1,7,1,1,40.27839378,-83.00488535,73,52,572
2021-05-29,6,0,1,0,39.62037347,-81.8526619,73,52,554
2021-05-29,6,13,1,1,41.89638114,-80.75901079,73,52,554
2021-05-29,6,13,1,1,41.89638114,-80.75901079,73,52,554
2021-05-29,6,16,1,1,41.12597925,-81.53216702,73,52,554
2021-05-28,5,18,1,1,40.27839378,-83.00488535,73,52,555
2021-01-17,7,19,1,1,41.45251152,-82.15149047,36,20,857
2021-05-28,5,0,1,1,40.27839378,-83.00488535,73,52,555
2021-10-31,7,2,1,1,41.63505906,-81.70019592,65,44,810
2021-01-18,1,18,0,1,39.96954615,-83.00929814,36,20,855
2021-01-16,6,13,0,1,41.01464011,-80.77629506,36,20,859
2021-12-19,7,4,0,0,41.63505906,-81.70019592,41,26,880
2021-12-25,6,13,1,1,41.91035213,-81.25093924,41,26,880
2021-12-25,6,13,1,1,41.91035213,-81.25093924,41,26,880
2021-08-23,1,0,0,1,41.63505906,-81.70019592,84,63,635
2021-02-09,2,19,1,0,40.27839378,-83.00488535,40,24,811
2021-03-29,1,12,1,1,40.27839378,-83.00488535,52,32,687
2021-11-13,6,20,1,0,39.75460934,-84.2906502,52,35,838
2021-02-19,5,1,1,1,39.07737144,-83.06685416,40,24,786
2021-02-19,5,0,1,0,40.81388809,-81.3656367,40,24,786
2021-02-19,5,21,1,1,39.69148045,-83.88988675,40,24,786
2021-02-19,5,23,0,1,41.01464011,-80.77629506,40,24,786
2021-10-09,6,19,1,1,39.75460934,-84.2906502,65,44,755
2021-10-09,6,19,1,1,39.75460934,-84.2906502,65,44,755
2021-06-09,3,13,1,1,39.19553418,-84.54276767,82,61,543
2021-06-09,3,7,1,1,41.63505906,-81.70019592,82,61,543
2021-06-07,1,7,1,1,40.27839378,-83.00488535,82,61,545
2021-06-29,2,21,1,1,39.96954615,-83.00929814,82,61,541
2021-09-20,1,23,1,1,41.63505906,-81.70019592,77,56,706
2021-03-31,3,1,1,1,39.75460934,-84.2906502,52,32,682
2021-06-09,3,21,1,1,39.69148045,-83.88988675,82,61,543
2021-11-21,7,16,1,1,41.45251152,-82.15149047,52,35,853
2021-11-21,7,7,1,1,40.39876524,-82.42153375,52,35,853
2021-08-26,4,7,1,1,39.89402982,-83.40019883,84,63,642
2021-10-03,7,19,0,0,39.75460934,-84.2906502,65,44,740
2021-01-01,5,13,1,1,40.27839378,-83.00488535,36,20,876
2021-08-16,1,18,1,1,40.39876524,-82.42153375,84,63,618
2021-01-21,4,19,1,1,40.27839378,-83.00488535,36,20,850
2021-01-01,5,18,0,1,41.47057264,-82.57631509,36,20,876
2021-04-08,4,6,0,1,40.13322398,-84.61931914,63,41,661
2021-04-18,7,13,1,1,41.49954166,-81.1786546,63,41,636
2021-05-25,2,8,1,1,41.36170787,-83.62297793,73,52,559
2021-11-27,6,12,1,1,41.12597925,-81.53216702,52,35,862
2021-06-18,5,9,1,0,41.63505906,-81.70019592,82,61,539
2021-03-08,1,11,1,1,41.63505906,-81.70019592,52,32,742
2021-09-06,1,21,0,1,40.27839378,-83.00488535,77,56,670
2021-07-19,1,0,0,1,41.47057264,-82.57631509,85,65,562
2021-06-13,7,16,1,1,41.01464011,-80.77629506,82,61,541
2021-08-22,7,0,1,0,40.77152071,-84.10577943,84,63,632
2021-07-15,4,17,1,1,39.75159885,-82.63058892,85,65,557
2021-12-14,2,7,1,0,38.80396194,-82.99283103,41,26,879
2021-11-11,4,14,1,1,41.12597925,-81.53216702,52,35,834
2021-08-13,5,17,1,1,41.63505906,-81.70019592,84,63,611
2021-03-21,7,18,0,1,39.91677792,-83.78388973,52,32,708
2021-03-13,6,21,1,1,41.63505906,-81.70019592,52,32,729
2021-11-06,6,1,1,1,41.63505906,-81.70019592,52,35,823
2021-10-17,7,20,1,0,41.01464011,-80.77629506,65,44,776
2021-09-10,5,19,1,1,40.85539824,-84.58609913,77,56,680
2021-08-14,6,13,0,1,41.63505906,-81.70019592,84,63,614
2021-10-27,3,22,1,1,40.27839378,-83.00488535,65,44,800
2021-12-07,2,9,1,1,38.80396194,-82.99283103,41,26,874
2021-12-13,1,22,1,0,40.27839378,-83.00488535,41,26,878
2021-07-21,3,23,0,1,40.27839378,-83.00488535,85,65,566
2021-06-05,6,14,0,1,39.19553418,-84.54276767,82,61,546
2021-01-07,4,8,0,1,40.09160792,-82.48310092,36,20,871
2021-06-21,1,16,0,0,40.09160792,-82.48310092,82,61,539
2021-06-30,3,22,0,1,39.42758661,-84.16675437,82,61,542
2021-11-25,4,20,1,1,41.63505906,-81.70019592,52,35,859
2021-07-24,6,8,0,0,39.91677792,-83.78388973,85,65,571
2021-11-07,7,17,1,1,39.6419411,-83.02439163,52,35,826
2021-11-07,7,17,1,1,39.6419411,-83.02439163,52,35,826
2021-06-28,1,17,1,0,40.27839378,-83.00488535,82,61,541
2021-01-29,5,22,1,1,41.63505906,-81.70019592,36,20,835
2021-12-04,6,10,1,1,40.84602419,-82.27069277,41,26,871
2021-12-04,6,10,1,1,40.84602419,-82.27069277,41,26,871
2021-03-10,3,10,1,1,40.39876524,-82.42153375,52,32,737
2021-07-10,6,15,1,0,39.43861647,-84.57564494,85,65,550
2021-10-18,1,2,1,0,41.63505906,-81.70019592,65,44,778
2021-10-18,1,2,1,0,41.63505906,-81.70019592,65,44,778
2021-08-17,2,8,0,0,41.63505906,-81.70019592,84,63,621
2021-08-17,2,8,0,0,41.63505906,-81.70019592,84,63,621
2021-07-04,7,2,0,1,41.01464011,-80.77629506,85,65,545
2021-07-04,7,15,1,0,40.05347551,-84.22887177,85,65,545
2021-10-21,4,17,1,0,40.82884916,-81.88801899,65,44,786
2021-05-23,7,0,0,1,41.63505906,-81.70019592,73,52,562
2021-04-01,4,16,1,1,40.27839378,-83.00488535,63,41,679
2021-07-24,6,15,1,0,41.63505906,-81.70019592,85,65,571
2021-07-24,6,15,1,0,41.63505906,-81.70019592,85,65,571
2021-05-02,7,0,1,1,41.47057264,-82.57631509,73,52,603
2021-03-05,5,21,1,1,39.19553418,-84.54276767,52,32,750
2021-11-01,1,19,1,1,40.44095991,-81.47376955,52,35,812
2021-12-22,3,21,1,1,41.12597925,-81.53216702,41,26,880
2021-12-09,4,18,1,1,40.27839378,-83.00488535,41,26,876
2021-06-24,4,11,1,1,39.75460934,-84.2906502,82,61,540
2021-03-10,3,11,1,1,40.39876524,-82.42153375,52,32,737
2021-04-18,7,14,1,0,41.63505906,-81.70019592,63,41,636
2021-02-14,7,18,1,1,41.01464011,-80.77629506,40,24,799
2021-08-03,2,21,0,1,41.12597925,-81.53216702,84,63,589
2021-09-08,3,19,1,1,40.27839378,-83.00488535,77,56,675
2021-10-20,3,1,1,0,39.75460934,-84.2906502,65,44,783
2021-05-06,4,9,1,1,41.12597925,-81.53216702,73,52,594
2021-01-24,7,6,1,1,41.63505906,-81.70019592,36,20,845
2021-01-24,7,6,1,1,41.63505906,-81.70019592,36,20,845
2021-02-24,3,0,1,0,41.63505906,-81.70019592,40,24,774
2021-02-24,3,0,1,0,41.63505906,-81.70019592,40,24,774
2021-04-02,5,13,1,1,40.27839378,-83.00488535,63,41,676
2021-07-28,3,8,0,0,41.01464011,-80.77629506,85,65,578
2021-10-11,1,17,0,1,39.96542185,-81.94438266,65,44,761
2021-05-16,7,22,1,1,41.01464011,-80.77629506,73,52,574
2021-02-22,1,20,1,1,38.80396194,-82.99283103,40,24,779
2021-08-24,2,3,1,1,39.75460934,-84.2906502,84,63,637
2021-02-24,3,9,1,1,40.82884916,-81.88801899,40,24,774
2021-07-19,1,15,1,1,40.27839378,-83.00488535,85,65,562
2021-08-15,7,15,0,1,41.45251152,-82.15149047,84,63,616
2021-10-17,7,12,1,1,39.08224086,-82.0229005,65,44,776
2021-07-05,1,20,1,1,41.63505906,-81.70019592,85,65,546
2021-08-15,7,22,1,0,41.00193838,-83.66653541,84,63,616
2021-11-04,4,0,1,1,40.82884916,-81.88801899,52,35,819
2021-08-13,5,20,1,1,39.33386321,-82.04512889,84,63,611
2021-12-21,2,11,1,1,40.85077257,-82.9197777,41,26,880
2021-06-30,3,9,1,1,40.13767436,-83.76949696,82,61,542
2021-06-05,6,23,0,0,39.96954615,-83.00929814,82,61,546
2021-07-21,3,13,1,0,40.09160792,-82.48310092,85,65,566
2021-01-20,3,14,0,1,41.14615393,-82.59840828,36,20,852
2021-10-04,1,0,1,1,39.75460934,-84.2906502,65,44,743
2021-08-15,7,13,1,1,40.27839378,-83.00488535,84,63,616
2021-11-07,7,23,1,1,41.12597925,-81.53216702,52,35,826
2021-08-14,6,0,1,1,39.19553418,-84.54276767,84,63,614
2021-11-19,5,11,1,0,41.63505906,-81.70019592,52,35,849
2021-06-12,6,17,1,1,40.27839378,-83.00488535,82,61,541
2021-03-21,7,19,1,1,40.09160792,-82.48310092,52,32,708
2021-10-17,7,1,1,1,39.75460934,-84.2906502,65,44,776
2021-01-29,5,23,1,1,41.63505906,-81.70019592,36,20,835
2021-08-14,6,18,1,0,39.41497801,-83.80837886,84,63,614
2021-11-27,6,16,1,1,39.75159885,-82.63058892,52,35,862
2021-12-16,4,23,1,0,38.80396194,-82.99283103,41,26,879
2021-11-04,4,22,1,0,39.04743293,-84.15191789,52,35,819
2021-08-05,4,19,1,0,41.12597925,-81.53216702,84,63,594
2021-11-08,1,20,1,1,41.35741643,-83.14391569,52,35,828
2021-04-15,4,10,1,1,41.63505906,-81.70019592,63,41,643
2021-06-27,7,1,1,1,41.47057264,-82.57631509,82,61,541
2021-09-12,7,11,1,0,39.19553418,-84.54276767,77,56,685
2021-01-30,6,13,1,0,38.80396194,-82.99283103,36,20,833
2021-08-15,7,18,1,1,40.81388809,-81.3656367,84,63,616
2021-08-09,1,23,0,1,41.36170787,-83.62297793,84,63,602
2021-09-07,2,9,0,1,40.81388809,-81.3656367,77,56,672
2021-11-17,3,13,1,1,41.31717409,-80.76116027,52,35,846
2021-06-21,1,19,1,0,41.12597925,-81.53216702,82,61,539
2021-01-11,1,12,1,0,40.27839378,-83.00488535,36,20,866
2021-09-03,5,12,0,1,40.77468434,-82.53648439,77,56,662
2021-09-27,1,1,1,1,41.12597925,-81.53216702,77,56,724
2021-04-28,3,23,1,1,41.12597925,-81.53216702,63,41,612
2021-01-07,4,8,1,1,39.91677792,-83.78388973,36,20,871
2021-08-14,6,7,0,1,41.31717409,-80.76116027,84,63,614
2021-06-06,7,14,1,0,41.63505906,-81.70019592,82,61,545
2021-06-06,7,14,1,0,41.63505906,-81.70019592,82,61,545
2021-07-26,1,21,1,0,41.45251152,-82.15149047,85,65,574
2021-03-13,6,23,1,1,40.82884916,-81.88801899,52,32,729
2021-01-04,1,19,1,0,41.12597925,-81.53216702,36,20,874
2021-09-12,7,1,1,1,40.27839378,-83.00488535,77,56,685
2021-07-07,3,2,1,0,41.01464011,-80.77629506,85,65,547
2021-08-20,5,12,1,1,40.77468434,-82.53648439,84,63,628
2021-10-17,7,20,1,1,39.75460934,-84.2906502,65,44,776
2021-05-25,2,12,1,1,41.63505906,-81.70019592,73,52,559
2021-09-12,7,13,1,0,41.63505906,-81.70019592,77,56,685
2021-11-08,1,8,1,1,41.63505906,-81.70019592,52,35,828
2021-08-12,4,1,1,1,40.27839378,-83.00488535,84,63,609
2021-07-22,4,22,1,1,41.12597925,-81.53216702,85,65,567
2021-07-22,4,22,1,1,41.12597925,-81.53216702,85,65,567
2021-03-27,6,14,1,1,41.63505906,-81.70019592,52,32,692
2021-01-30,6,4,1,1,39.91677792,-83.78388973,36,20,833
2021-04-02,5,19,1,1,39.75460934,-84.2906502,63,41,676
2021-03-10,3,2,1,1,41.01464011,-80.77629506,52,32,737
2021-01-07,4,19,1,1,41.12597925,-81.53216702,36,20,871
2021-07-26,1,20,1,0,39.96954615,-83.00929814,85,65,574
2021-12-22,3,21,1,0,39.91677792,-83.78388973,41,26,880
2021-06-11,5,21,1,1,39.91677792,-83.78388973,82,61,542
2021-11-06,6,22,1,0,39.75460934,-84.2906502,52,35,823
2021-04-03,6,8,1,0,41.12597925,-81.53216702,63,41,674
2021-01-29,5,12,1,1,39.18474034,-83.6009721,36,20,835
2021-04-07,3,4,1,1,40.05347551,-84.22887177,63,41,663
2021-12-05,7,1,1,0,40.44095991,-81.47376955,41,26,872
2021-08-22,7,13,1,0,40.5609114,-84.22174383,84,63,632
2021-09-26,7,0,1,1,41.91035213,-81.25093924,77,56,722
2021-09-26,7,0,1,1,41.91035213,-81.25093924,77,56,722
2021-02-13,6,0,1,1,41.45251152,-82.15149047,40,24,801
2021-12-21,2,2,1,1,39.19553418,-84.54276767,41,26,880
2021-06-05,6,17,1,1,40.38847334,-83.76585017,82,61,546
2021-06-05,6,17,1,1,40.38847334,-83.76585017,82,61,546
2021-12-20,1,18,0,1,41.14615393,-82.59840828,41,26,880
2021-07-19,1,18,0,1,41.16768284,-81.19740374,85,65,562
2021-04-19,1,11,1,1,40.82884916,-81.88801899,63,41,633
2021-06-17,4,11,0,1,41.63505906,-81.70019592,82,61,540
2021-06-17,4,11,0,1,41.63505906,-81.70019592,82,61,540
2021-09-13,1,18,1,1,41.01464011,-80.77629506,77,56,688
2021-10-02,6,16,1,1,39.91677792,-83.78388973,65,44,737
2021-08-01,7,21,1,1,41.63505906,-81.70019592,84,63,585
2021-08-04,3,20,1,0,41.63505906,-81.70019592,84,63,592
2021-08-24,2,20,1,0,40.05347551,-84.22887177,84,63,637
2021-02-10,3,8,0,0,41.12597925,-81.53216702,40,24,808
2021-04-07,3,12,1,1,40.76842775,-80.77718656,63,41,663
2021-04-17,6,18,1,1,40.09160792,-82.48310092,63,41,638
2021-03-15,1,20,1,1,41.45251152,-82.15149047,52,32,724
2021-02-10,3,20,1,1,40.52408652,-82.79406779,40,24,808
2021-05-15,6,12,1,0,41.12597925,-81.53216702,73,52,576
2021-12-16,4,13,1,0,41.12597925,-81.53216702,41,26,879
2021-10-08,5,12,1,1,41.63505906,-81.70019592,65,44,753
2021-10-08,5,23,1,1,41.63505906,-81.70019592,65,44,753
2021-10-08,5,21,0,1,41.63505906,-81.70019592,65,44,753
2021-07-17,6,18,1,0,41.63505906,-81.70019592,85,65,559
2021-12-11,6,20,1,1,41.12597925,-81.53216702,41,26,877
2021-12-11,6,20,1,1,41.12597925,-81.53216702,41,26,877
2021-06-03,4,10,0,1,41.00193838,-83.66653541,82,61,548
2021-07-25,7,23,1,1,41.01464011,-80.77629506,85,65,572
2021-07-25,7,9,1,0,40.85077257,-82.9197777,85,65,572
2021-10-25,1,22,1,1,39.19553418,-84.54276767,65,44,796
2021-10-25,1,22,1,1,39.19553418,-84.54276767,65,44,796
2021-10-25,1,16,1,1,39.69148045,-83.88988675,65,44,796
2021-07-01,4,19,1,1,41.63505906,-81.70019592,85,65,543
2021-07-01,4,0,1,1,40.77468434,-82.53648439,85,65,543
2021-05-05,3,10,1,1,39.96542185,-81.94438266,73,52,596
2021-05-10,1,11,0,0,41.47057264,-82.57631509,73,52,586
2021-05-10,1,1,1,1,41.14615393,-82.59840828,73,52,586
2021-08-30,1,22,1,0,41.01464011,-80.77629506,84,63,652
2021-12-06,1,20,1,1,39.96954615,-83.00929814,41,26,873
2021-12-06,1,9,1,1,41.63505906,-81.70019592,41,26,873
2021-12-29,3,23,0,0,39.6419411,-83.02439163,41,26,878
2021-07-13,2,2,1,1,40.27839378,-83.00488535,85,65,554
2021-07-13,2,22,1,1,41.63505906,-81.70019592,85,65,554
2021-07-13,2,10,1,1,41.45251152,-82.15149047,85,65,554
2021-12-26,7,3,1,1,39.04743293,-84.15191789,41,26,879
2021-12-26,7,11,1,0,40.38501952,-80.76097229,41,26,879
2021-12-26,7,11,1,0,40.38501952,-80.76097229,41,26,879
2021-07-14,3,21,1,0,40.27839378,-83.00488535,85,65,555
2021-04-11,7,1,0,1,39.96954615,-83.00929814,63,41,653
2021-04-11,7,10,1,1,39.75460934,-84.2906502,63,41,653
2021-03-12,5,16,1,1,40.27839378,-83.00488535,52,32,732
2021-03-12,5,1,1,1,40.77152071,-84.10577943,52,32,732
2021-10-29,5,20,1,1,40.82884916,-81.88801899,65,44,805
2021-11-12,5,10,1,0,41.63505906,-81.70019592,52,35,836
2021-11-12,5,10,1,0,41.63505906,-81.70019592,52,35,836
2021-01-31,7,16,0,1,39.45531619,-81.49525443,36,20,831
2021-03-01,1,19,1,1,41.89638114,-80.75901079,52,32,761
2021-03-01,1,17,1,1,39.75460934,-84.2906502,52,32,761
2021-09-21,2,21,1,0,41.89638114,-80.75901079,77,56,709
2021-04-30,5,14,1,1,39.75460934,-84.2906502,63,41,607
2021-07-11,7,8,1,0,40.81388809,-81.3656367,85,65,552
2021-04-30,5,18,0,1,40.27839378,-83.00488535,63,41,607
2021-04-30,5,0,1,0,41.45251152,-82.15149047,63,41,607
2021-09-01,3,12,0,0,41.63505906,-81.70019592,77,56,657
2021-09-01,3,1,1,1,38.80396194,-82.99283103,77,56,657
2021-09-05,7,9,0,1,40.27839378,-83.00488535,77,56,667
2021-08-06,5,17,0,0,41.63505906,-81.70019592,84,63,596
2021-08-06,5,17,0,0,41.63505906,-81.70019592,84,63,596
2021-06-10,4,8,1,1,40.27839378,-83.00488535,82,61,542
2021-10-16,6,17,1,0,40.09160792,-82.48310092,65,44,773
